Unnamed: 0,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_cat,capital-gain_cat,capital-loss_cat,hours-per-week_cat,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,sex_cat,native-country_cat,salary_label
3959,39,private,153976,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,52,north_america,>50K,4,0,0,3,1,15,0,2,0,4,1,2,1
3960,43,private,174575,Some-college,10,not-married,Prof-specialty,Unmarried,White,Male,0,0,45,north_america,<=50K,4,0,0,3,1,15,2,9,4,4,1,2,0
3961,62,self-employed,82388,HS-grad,9,married,Craft-repair,Husband,White,Male,10566,0,40,north_america,<=50K,7,1,0,2,2,11,0,2,0,4,1,2,0
3962,30,private,207253,Assoc-voc,11,married,Craft-repair,Husband,White,Male,0,0,40,europe,<=50K,2,0,0,2,1,8,0,2,0,4,1,1,0
3964,39,private,746786,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,55,north_america,>50K,4,0,0,3,1,9,0,9,0,4,1,2,1
3965,41,private,308296,HS-grad,9,married,Transport-moving,Wife,White,Female,0,0,20,north_america,<=50K,4,0,0,1,1,11,0,13,5,4,0,2,0
3966,49,private,101825,Masters,14,married,Prof-specialty,Wife,White,Female,0,1977,40,north_america,>50K,5,0,2,2,1,12,0,9,5,4,0,2,1
3967,25,private,109009,11th,7,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,1,0,2,0,4,1,2,0
3968,48,private,413363,11th,7,married,Transport-moving,Husband,White,Male,0,2002,40,north_america,<=50K,5,0,2,2,1,1,0,13,0,4,1,2,0
3970,44,sl-gov,296326,Bachelors,13,never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,north_america,<=50K,4,0,0,2,3,9,1,0,1,4,1,2,0
3971,36,private,208358,9th,5,not-married,Handlers-cleaners,Not-in-family,White,Male,4650,0,56,north_america,<=50K,3,1,0,3,1,6,2,5,1,4,1,2,0
3972,40,private,120277,HS-grad,9,never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,europe,<=50K,4,0,0,2,1,11,1,5,3,4,1,1,0
3973,21,private,193219,HS-grad,9,never-married,Adm-clerical,Own-child,Black,Female,0,0,35,north_america,<=50K,1,0,0,2,1,11,1,0,3,2,0,2,0
3974,41,private,86399,Some-college,10,not-married,Adm-clerical,Not-in-family,White,Female,0,0,38,north_america,<=50K,4,0,0,2,1,15,2,0,1,4,0,2,0
3975,24,private,215251,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,north_america,<=50K,1,0,0,3,1,9,1,3,1,4,0,2,0
3976,67,self-employed,124470,HS-grad,9,married,Farming-fishing,Husband,White,Male,0,0,60,north_america,<=50K,7,0,0,4,2,11,0,4,0,4,1,2,0
3977,24,private,228649,Bachelors,13,never-married,Adm-clerical,Own-child,White,Male,0,0,38,north_america,<=50K,1,0,0,2,1,9,1,0,3,4,1,2,0
3978,50,self-employed,386397,Bachelors,13,married,Sales,Husband,White,Male,0,0,60,north_america,<=50K,5,0,0,4,2,9,0,11,0,4,1,2,0
3979,48,private,96798,Masters,14,not-married,Sales,Not-in-family,White,Male,0,0,35,north_america,<=50K,5,0,0,2,1,12,2,11,1,4,1,2,0
3981,29,private,159768,HS-grad,9,never-married,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,south_america,<=50K,2,1,0,2,1,11,1,6,1,4,1,4,0
3982,50,private,139464,Bachelors,13,not-married,Prof-specialty,Unmarried,White,Female,0,0,36,europe,<=50K,5,0,0,2,1,9,2,9,4,4,0,1,0
3983,64,sl-gov,550848,10th,6,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,7,0,0,2,3,0,0,3,0,4,1,2,1
3984,49,private,68505,9th,5,not-married,Other-service,Not-in-family,Black,Male,0,0,37,north_america,<=50K,5,0,0,2,1,6,2,7,1,2,1,2,0
3985,20,private,122215,HS-grad,9,never-married,Other-service,Own-child,Black,Male,0,0,52,north_america,<=50K,1,0,0,3,1,11,1,7,3,2,1,2,0
3986,30,private,159442,HS-grad,9,not-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,11,2,0,1,4,0,2,0
3987,37,private,80638,Bachelors,13,married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,asia,<=50K,3,0,0,2,1,9,0,7,0,1,1,0,0
3988,52,private,192390,HS-grad,9,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,11,0,6,0,4,1,2,1
3989,22,private,191324,Some-college,10,never-married,Protective-serv,Own-child,White,Male,0,0,25,north_america,<=50K,1,0,0,2,1,15,1,10,3,4,1,2,0
3991,19,sl-gov,73009,Some-college,10,never-married,Adm-clerical,Own-child,White,Male,0,0,15,north_america,<=50K,1,0,0,1,3,15,1,0,3,4,1,2,0
3992,52,private,177858,HS-grad,9,not-married,Craft-repair,Other-relative,White,Male,0,0,55,north_america,>50K,5,0,0,3,1,11,2,2,2,4,1,2,1
3993,42,private,163003,Bachelors,13,married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,north_america,<=50K,4,0,0,2,1,9,0,12,3,1,0,2,0
3994,35,private,95551,HS-grad,9,not-married,Exec-managerial,Not-in-family,White,Female,0,0,36,north_america,<=50K,3,0,0,2,1,11,2,3,1,4,0,2,0
3995,27,private,125298,Some-college,10,never-married,Adm-clerical,Unmarried,White,Female,0,0,50,north_america,<=50K,2,0,0,3,1,15,1,0,4,4,0,2,0
3996,54,sl-gov,198186,HS-grad,9,never-married,Other-service,Not-in-family,Black,Female,0,0,38,north_america,<=50K,6,0,0,2,3,11,1,7,1,2,0,2,0
3997,37,private,295949,HS-grad,9,married,Craft-repair,Husband,White,Male,0,1628,40,north_america,<=50K,3,0,2,2,1,11,0,2,0,4,1,2,0
3998,37,private,182668,10th,6,married,Transport-moving,Husband,White,Male,0,0,35,north_america,<=50K,3,0,0,2,1,0,0,13,0,4,1,2,0
3999,28,private,124905,7th-8th,4,married,Craft-repair,Husband,White,Male,0,0,30,north_america,<=50K,2,0,0,2,1,5,0,2,0,4,1,2,0
4000,63,private,171635,Bachelors,13,married,Sales,Husband,White,Male,0,0,40,north_america,<=50K,7,0,0,2,1,9,0,11,0,4,1,2,0
4001,19,private,376240,HS-grad,9,never-married,Machine-op-inspct,Own-child,White,Male,0,0,42,north_america,<=50K,1,0,0,3,1,11,1,6,3,4,1,2,0
4002,28,private,157391,Bachelors,13,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,9,1,11,3,4,0,2,0
4004,44,private,178134,Prof-school,15,never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,north_america,>50K,4,0,0,2,1,14,1,9,1,4,0,2,1
4005,31,private,207201,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,2,0,0,2,1,15,0,2,0,4,1,2,1
4007,64,private,102103,HS-grad,9,not-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,north_america,<=50K,7,0,0,3,1,11,2,8,1,4,0,2,0
4008,40,private,92036,HS-grad,9,married,Handlers-cleaners,Husband,White,Male,0,0,40,north_america,>50K,4,0,0,2,1,11,0,5,0,4,1,2,1
4009,59,sl-gov,236426,Assoc-acdm,12,not-married,Prof-specialty,Not-in-family,White,Female,0,0,50,north_america,<=50K,6,0,0,3,3,7,2,9,1,4,0,2,0
4010,22,private,400966,Some-college,10,never-married,Adm-clerical,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,0,3,4,0,2,0
4011,40,private,404573,Some-college,10,never-married,Sales,Not-in-family,White,Female,0,0,44,north_america,<=50K,4,0,0,3,1,15,1,11,1,4,0,2,0
4012,35,private,227571,7th-8th,4,married,Handlers-cleaners,Husband,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,5,0,5,0,4,1,2,0
4013,20,private,145917,Some-college,10,never-married,Adm-clerical,Own-child,White,Female,0,0,15,north_america,<=50K,1,0,0,1,1,15,1,0,3,4,0,2,0
4014,35,sl-gov,190226,HS-grad,9,never-married,Protective-serv,Own-child,White,Male,0,0,40,north_america,<=50K,3,0,0,2,3,11,1,10,3,4,1,2,0
4015,28,private,356555,Some-college,10,married,Exec-managerial,Husband,White,Male,0,0,48,north_america,<=50K,2,0,0,3,1,15,0,3,0,4,1,2,0
4016,28,private,66473,HS-grad,9,not-married,Machine-op-inspct,Own-child,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,2,6,3,4,1,2,0
4019,25,self-employed,163039,Assoc-acdm,12,never-married,Sales,Not-in-family,White,Male,0,0,60,north_america,<=50K,2,0,0,4,2,7,1,11,1,4,1,2,0
4020,37,private,89559,HS-grad,9,not-married,Adm-clerical,Unmarried,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,11,2,0,4,4,0,2,0
4022,31,private,163303,Assoc-voc,11,not-married,Sales,Own-child,White,Female,0,0,38,north_america,<=50K,2,0,0,2,1,8,2,11,3,4,0,2,0
4023,41,private,192712,HS-grad,9,never-married,Adm-clerical,Other-relative,White,Female,0,0,40,north_america,<=50K,4,0,0,2,1,11,1,0,2,4,0,2,0
4024,31,private,381153,10th,6,married,Tech-support,Husband,White,Male,0,0,40,north_america,>50K,2,0,0,2,1,0,0,12,0,4,1,2,1
4025,44,private,222434,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,11,0,2,0,4,1,2,0
4026,20,private,34706,Some-college,10,never-married,Exec-managerial,Not-in-family,Black,Male,0,0,47,north_america,<=50K,1,0,0,3,1,15,1,3,1,2,1,2,0
4027,57,self-employed,47857,Some-college,10,married,Farming-fishing,Husband,White,Male,0,0,50,north_america,<=50K,6,0,0,3,2,15,0,4,0,4,1,2,0
4028,26,private,195216,HS-grad,9,not-married,Other-service,Not-in-family,White,Female,0,0,12,north_america,<=50K,2,0,0,1,1,11,2,7,1,4,0,2,0
4029,44,self-employed,103643,HS-grad,9,married,Exec-managerial,Husband,White,Male,5013,0,60,europe,<=50K,4,1,0,4,2,11,0,3,0,4,1,1,0
4030,29,sl-gov,329426,HS-grad,9,never-married,Protective-serv,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,3,11,1,10,1,4,1,2,0
4031,36,private,183612,HS-grad,9,married,Prof-specialty,Husband,White,Male,0,1977,40,north_america,>50K,3,0,2,2,1,11,0,9,0,4,1,2,1
4032,40,private,184105,Assoc-voc,11,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,4,0,0,2,1,8,0,2,0,4,1,2,1
4033,21,private,211385,Assoc-acdm,12,never-married,Other-service,Not-in-family,Black,Male,0,0,35,north_america,<=50K,1,0,0,2,1,7,1,7,1,2,1,2,0
4034,21,private,61777,Some-college,10,never-married,Craft-repair,Not-in-family,White,Male,0,0,70,north_america,<=50K,1,0,0,4,1,15,1,2,1,4,1,2,0
4035,34,self-employed,320194,Prof-school,15,not-married,Prof-specialty,Unmarried,White,Male,0,0,48,north_america,>50K,3,0,0,3,2,14,2,9,4,4,1,2,1
4036,24,private,199444,Bachelors,13,never-married,Exec-managerial,Own-child,White,Female,0,0,15,north_america,<=50K,1,0,0,1,1,9,1,3,3,4,0,2,0
4037,28,private,312588,10th,6,not-married,Other-service,Not-in-family,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,0,2,7,1,4,0,2,0
4038,35,private,168675,HS-grad,9,not-married,Transport-moving,Own-child,White,Male,0,0,50,north_america,<=50K,3,0,0,3,1,11,2,13,3,4,1,2,0
4039,35,private,87556,HS-grad,9,not-married,Craft-repair,Not-in-family,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,11,2,2,1,4,1,2,0
4040,38,sl-gov,220421,Bachelors,13,never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,north_america,<=50K,3,0,0,2,3,9,1,3,1,4,0,2,0
4041,44,federal-gov,404599,HS-grad,9,not-married,Adm-clerical,Unmarried,Black,Female,0,0,40,north_america,<=50K,4,0,0,2,0,11,2,0,4,2,0,2,0
4042,39,private,99065,Bachelors,13,married,Handlers-cleaners,Wife,White,Female,0,0,40,europe,>50K,4,0,0,2,1,9,0,5,5,4,0,1,1
4043,57,sl-gov,109973,HS-grad,9,not-married,Other-service,Not-in-family,White,Female,0,0,40,north_america,<=50K,6,0,0,2,3,11,2,7,1,4,0,2,0
4044,19,private,246652,Some-college,10,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,11,3,4,0,2,0
4045,29,private,57423,Assoc-voc,11,married,Machine-op-inspct,Husband,White,Male,0,0,48,north_america,<=50K,2,0,0,3,1,8,0,6,0,4,1,2,0
4046,23,private,291248,HS-grad,9,never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,6,2,2,1,2,0
4047,50,private,163708,HS-grad,9,not-married,Other-service,Unmarried,White,Female,0,0,40,north_america,<=50K,5,0,0,2,1,11,2,7,4,4,0,2,0
4048,51,self-employed,240358,Some-college,10,married,Craft-repair,Husband,White,Male,0,0,20,north_america,<=50K,5,0,0,1,2,15,0,2,0,4,1,2,0
4049,28,private,25955,Assoc-voc,11,not-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,north_america,<=50K,2,0,0,2,1,8,2,2,1,0,1,2,0
4050,44,private,101593,Bachelors,13,married,Sales,Husband,White,Male,0,0,60,north_america,<=50K,4,0,0,4,1,9,0,11,0,4,1,2,0
4051,29,self-employed,227890,Bachelors,13,never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,north_america,<=50K,2,0,0,2,2,9,1,9,1,2,1,2,0
4052,31,private,225053,HS-grad,9,not-married,Transport-moving,Not-in-family,White,Male,0,0,45,north_america,<=50K,2,0,0,3,1,11,2,13,1,4,1,2,0
4053,27,private,228472,Bachelors,13,married,Craft-repair,Husband,White,Male,0,0,45,north_america,>50K,2,0,0,3,1,9,0,2,0,4,1,2,1
4054,34,private,245378,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,45,north_america,<=50K,3,0,0,3,1,9,0,3,0,4,1,2,0
4055,50,self-employed,156623,Prof-school,15,married,Prof-specialty,Husband,Asian-Pac-Islander,Male,7688,0,50,asia,>50K,5,1,0,3,2,14,0,9,0,1,1,0,1
4056,27,private,35032,Some-college,10,married,Handlers-cleaners,Husband,White,Male,0,0,40,north_america,>50K,2,0,0,2,1,15,0,5,0,4,1,2,1
4057,31,private,258849,Assoc-voc,11,never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,north_america,<=50K,2,0,0,2,1,8,1,0,4,2,0,2,0
4058,46,private,190115,Assoc-acdm,12,married,Craft-repair,Husband,White,Male,0,0,40,north_america,>50K,4,0,0,2,1,7,0,2,0,4,1,2,1
4059,39,private,63910,Some-college,10,never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,north_america,<=50K,4,0,0,2,1,15,1,0,3,1,0,2,0
4060,40,private,510072,Bachelors,13,married,Sales,Husband,White,Male,0,0,55,north_america,>50K,4,0,0,3,1,9,0,11,0,4,1,2,1
4061,28,private,210867,11th,7,not-married,Sales,Own-child,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,1,2,11,3,4,1,2,0
4062,18,private,263024,HS-grad,9,never-married,Sales,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,11,3,4,0,2,0
4063,51,private,306785,HS-grad,9,not-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,5,0,0,2,1,11,2,0,1,4,0,2,0
4064,58,self-employed,104333,HS-grad,9,not-married,Sales,Not-in-family,White,Male,0,0,50,north_america,<=50K,6,0,0,3,2,11,2,11,1,4,1,2,0
4065,66,private,340734,HS-grad,9,married,Sales,Husband,White,Male,0,0,40,north_america,<=50K,7,0,0,2,1,11,0,11,0,4,1,2,0
4066,36,self-employed,288585,HS-grad,9,married,Other-service,Wife,Asian-Pac-Islander,Female,0,0,20,other,<=50K,3,0,0,1,2,11,0,7,5,1,0,3,0
4067,38,private,241765,11th,7,not-married,Handlers-cleaners,Not-in-family,White,Female,0,0,60,north_america,<=50K,3,0,0,4,1,1,2,5,1,4,0,2,0
4068,25,private,111058,Assoc-acdm,12,never-married,Exec-managerial,Own-child,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,7,1,3,3,4,1,2,0
4069,25,private,104662,HS-grad,9,never-married,Other-service,Unmarried,White,Female,0,0,22,north_america,<=50K,2,0,0,2,1,11,1,7,4,4,0,2,0
4070,90,private,313986,11th,7,never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,north_america,<=50K,10,0,0,2,1,1,1,5,3,4,1,2,0
4071,41,sl-gov,52037,Some-college,10,not-married,Adm-clerical,Unmarried,White,Female,0,0,40,north_america,<=50K,4,0,0,2,3,15,2,0,4,4,0,2,0
4073,33,private,131776,Bachelors,13,not-married,Prof-specialty,Unmarried,White,Female,914,0,40,europe,<=50K,3,1,0,2,1,9,2,9,4,4,0,1,0
4074,33,private,254221,HS-grad,9,never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,3,0,0,2,1,11,1,0,1,4,0,2,0
4075,35,private,152909,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,1887,45,north_america,>50K,3,0,2,3,1,9,0,3,0,4,1,2,1
4076,39,self-employed,211785,HS-grad,9,never-married,Craft-repair,Own-child,Black,Female,0,0,20,north_america,<=50K,4,0,0,1,2,11,1,2,3,2,0,2,0
4077,59,private,160362,HS-grad,9,married,Sales,Husband,White,Male,0,0,60,north_america,<=50K,6,0,0,4,1,11,0,11,0,4,1,2,0
4078,19,private,387215,Some-college,10,never-married,Tech-support,Own-child,White,Male,0,1719,16,north_america,<=50K,1,0,2,1,1,15,1,12,3,4,1,2,0
4079,39,private,187046,HS-grad,9,married,Sales,Husband,White,Male,4064,0,38,north_america,<=50K,4,1,0,2,1,11,0,11,0,4,1,2,0
4081,27,private,169631,HS-grad,9,never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,11,1,5,3,4,0,2,0
4082,52,private,202956,7th-8th,4,married,Craft-repair,Husband,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,5,0,2,0,4,1,2,0
4083,59,self-employed,80467,HS-grad,9,not-married,Other-service,Own-child,White,Female,0,0,24,north_america,<=50K,6,0,0,2,2,11,2,7,3,4,0,2,0
4084,28,private,407672,Some-college,10,not-married,Craft-repair,Unmarried,White,Female,0,0,40,north_america,<=50K,2,0,0,2,1,15,2,2,4,4,0,2,0
4085,37,private,243425,HS-grad,9,not-married,Other-service,Other-relative,White,Female,0,0,50,south_america,<=50K,3,0,0,3,1,11,2,7,2,4,0,4,0
4087,36,private,347491,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,>50K,3,0,0,3,1,9,0,3,0,4,1,2,1
4088,34,private,146161,Bachelors,13,married,Prof-specialty,Husband,White,Male,0,0,60,north_america,>50K,3,0,0,4,1,9,0,9,0,4,1,2,1
4089,23,private,449432,Some-college,10,never-married,Adm-clerical,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,15,1,0,3,4,1,2,0
4091,33,private,288825,HS-grad,9,not-married,Craft-repair,Not-in-family,White,Male,0,2258,84,north_america,<=50K,3,0,2,5,1,11,2,2,1,4,1,2,0
4092,27,sl-gov,134813,Masters,14,never-married,Prof-specialty,Own-child,White,Male,0,0,52,north_america,<=50K,2,0,0,3,3,12,1,9,3,4,1,2,0
4093,31,sl-gov,190401,Masters,14,married,Prof-specialty,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,3,12,0,9,0,4,1,2,0
4094,21,private,260617,10th,6,married,Machine-op-inspct,Husband,White,Male,0,0,36,north_america,<=50K,1,0,0,2,1,0,0,6,0,4,1,2,0
4095,31,private,45604,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,54,north_america,<=50K,2,0,0,3,1,11,0,3,0,4,1,2,0
4096,59,private,67841,HS-grad,9,married,Handlers-cleaners,Husband,White,Male,0,0,40,north_america,>50K,6,0,0,2,1,11,0,5,0,4,1,2,1
4097,40,sl-gov,244522,Masters,14,married,Prof-specialty,Husband,White,Male,0,1902,48,north_america,>50K,4,0,2,3,3,12,0,9,0,4,1,2,1
4098,19,private,430471,11th,7,never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,1,1,5,3,4,1,2,0
4099,47,private,194698,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,50,north_america,<=50K,5,0,0,3,1,11,0,13,0,4,1,2,0
4100,34,private,94235,Bachelors,13,never-married,Craft-repair,Unmarried,White,Male,0,0,40,north_america,<=50K,3,0,0,2,1,9,1,2,4,4,1,2,0
4101,57,private,188330,HS-grad,9,married,Other-service,Husband,White,Male,0,0,78,north_america,<=50K,6,0,0,4,1,11,0,7,0,4,1,2,0
4102,51,sl-gov,146181,9th,5,married,Transport-moving,Husband,Black,Male,0,0,40,north_america,<=50K,5,0,0,2,3,6,0,13,0,2,1,2,0
4103,21,private,177125,Some-college,10,never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,north_america,<=50K,1,0,0,1,1,15,1,5,1,4,1,2,0
4104,30,self-employed,68330,Some-college,10,married,Sales,Husband,White,Male,0,0,50,north_america,<=50K,2,0,0,3,2,15,0,11,0,4,1,2,0
4105,46,private,95636,Some-college,10,not-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,north_america,<=50K,4,0,0,3,1,15,2,5,1,4,1,2,0
4106,40,private,238329,Bachelors,13,never-married,Sales,Not-in-family,White,Female,0,0,45,north_america,<=50K,4,0,0,3,1,9,1,11,1,4,0,2,0
4107,52,private,416129,Preschool,1,married,Other-service,Not-in-family,White,Male,0,0,40,north_america,<=50K,5,0,0,2,1,13,0,7,1,4,1,2,0
4108,23,private,285004,Bachelors,13,never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,asia,<=50K,1,0,0,3,1,9,1,11,1,1,1,0,0
4110,25,private,186294,HS-grad,9,never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,north_america,<=50K,2,0,0,3,1,11,1,0,1,4,0,2,0
4111,43,private,188786,Some-college,10,not-married,Transport-moving,Not-in-family,White,Male,0,0,45,north_america,<=50K,4,0,0,3,1,15,2,13,1,4,1,2,0
4112,38,sl-gov,31352,Some-college,10,not-married,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,north_america,>50K,3,0,0,2,3,15,2,10,4,0,0,2,1
4113,22,private,197613,Assoc-voc,11,never-married,Other-service,Not-in-family,White,Female,0,0,30,north_america,<=50K,1,0,0,2,1,8,1,7,1,4,0,2,0
4114,33,sl-gov,161942,Bachelors,13,never-married,Adm-clerical,Not-in-family,White,Female,1055,0,40,north_america,<=50K,3,1,0,2,3,9,1,0,1,4,0,2,0
4115,34,private,275438,Some-college,10,married,Prof-specialty,Husband,White,Male,5178,0,40,north_america,>50K,3,1,0,2,1,15,0,9,0,4,1,2,1
4116,65,private,361721,Assoc-voc,11,married,Transport-moving,Husband,White,Male,0,0,20,north_america,<=50K,7,0,0,1,1,8,0,13,0,4,1,2,0
4117,50,private,144968,HS-grad,9,never-married,Tech-support,Own-child,White,Male,0,0,15,north_america,<=50K,5,0,0,1,1,11,1,12,3,4,1,2,0
4118,29,private,190539,Bachelors,13,never-married,Sales,Not-in-family,White,Male,6849,0,48,north_america,<=50K,2,1,0,3,1,9,1,11,1,4,1,2,0
4119,25,private,178037,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,0,13,0,4,1,2,0
4120,54,private,306985,Some-college,10,not-married,Adm-clerical,Not-in-family,White,Female,0,0,40,north_america,<=50K,6,0,0,2,1,15,2,0,1,4,0,2,0
4121,49,private,87928,HS-grad,9,married,Adm-clerical,Husband,White,Male,0,0,40,north_america,>50K,5,0,0,2,1,11,0,0,0,4,1,2,1
4122,44,private,242619,Some-college,10,married,Machine-op-inspct,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,1,15,0,6,0,4,1,2,0
4123,24,private,154165,9th,5,not-married,Other-service,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,6,2,7,3,4,0,2,0
4124,25,private,511331,Bachelors,13,never-married,Sales,Not-in-family,White,Male,0,0,38,north_america,<=50K,2,0,0,2,1,9,1,11,1,4,1,2,0
4125,65,sl-gov,221026,HS-grad,9,married,Transport-moving,Husband,White,Male,0,0,20,north_america,<=50K,7,0,0,1,3,11,0,13,0,4,1,2,0
4126,56,self-employed,222182,HS-grad,9,married,Exec-managerial,Husband,Black,Male,0,0,45,north_america,<=50K,6,0,0,3,2,11,0,3,0,2,1,2,0
4127,39,self-employed,126569,Prof-school,15,married,Prof-specialty,Husband,White,Male,15024,0,60,north_america,>50K,4,1,0,4,2,14,0,9,0,4,1,2,1
4128,23,private,202344,Bachelors,13,never-married,Prof-specialty,Own-child,White,Female,0,0,40,north_america,<=50K,1,0,0,2,1,9,1,9,3,4,0,2,0
4129,20,private,190423,Some-college,10,never-married,Other-service,Not-in-family,White,Female,0,0,20,north_america,<=50K,1,0,0,1,1,15,1,7,1,4,0,2,0
4130,24,private,238917,5th-6th,3,never-married,Craft-repair,Unmarried,White,Male,0,0,40,north_america,<=50K,1,0,0,2,1,4,1,2,4,4,1,2,0
4131,41,private,221947,Some-college,10,married,Exec-managerial,Husband,White,Male,0,1887,50,north_america,>50K,4,0,2,3,1,15,0,3,0,4,1,2,1
4132,40,self-employed,37997,Some-college,10,married,Farming-fishing,Husband,White,Male,0,0,50,north_america,<=50K,4,0,0,3,2,15,0,4,0,4,1,2,0
4133,55,private,147098,HS-grad,9,married,Craft-repair,Husband,White,Male,0,0,50,north_america,>50K,6,0,0,3,1,11,0,2,0,4,1,2,1
4134,38,private,278253,HS-grad,9,not-married,Adm-clerical,Unmarried,White,Female,0,0,48,north_america,<=50K,3,0,0,3,1,11,2,0,4,4,0,2,0
4135,23,private,195411,HS-grad,9,never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,north_america,<=50K,1,0,0,2,1,11,1,0,4,2,0,2,0
4136,44,private,76196,Bachelors,13,married,Exec-managerial,Husband,White,Male,0,0,50,north_america,<=50K,4,0,0,3,1,9,0,3,0,4,1,2,0
4137,45,private,120131,Some-college,10,married,Craft-repair,Husband,White,Male,0,1887,40,north_america,>50K,4,0,2,2,1,15,0,2,0,4,1,2,1
4138,20,self-employed,186014,Some-college,10,never-married,Adm-clerical,Own-child,White,Female,0,0,12,europe,<=50K,1,0,0,1,2,15,1,0,3,4,0,1,0
4139,29,private,205903,HS-grad,9,never-married,Other-service,Own-child,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,11,1,7,3,4,1,2,0
4140,43,sl-gov,125405,HS-grad,9,married,Protective-serv,Husband,White,Male,0,0,40,north_america,<=50K,4,0,0,2,3,11,0,10,0,4,1,2,0
4141,30,private,219838,12th,8,not-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,north_america,<=50K,2,0,0,2,1,2,2,6,1,4,1,2,0
4142,28,sl-gov,19395,Some-college,10,never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,north_america,<=50K,2,0,0,2,3,15,1,0,1,4,0,2,0
4143,31,private,223327,HS-grad,9,married,Exec-managerial,Husband,White,Male,0,0,40,north_america,>50K,2,0,0,2,1,11,0,3,0,4,1,2,1
